"ID","Rating","NrOfVotes","Title"
406797,63,13,"Gangland"
406804,74,42,"Ghost Recon: Jungle Storm"
406924,54,30,"Land Before Time: Big Water Adventure"
406960,72,5,"Major League Baseball 2005"
407033,86,66,"Nancy Drew: The Secret of Shadow Ranch"
407034,86,46,"Nancy Drew: Secret of the Scarlet Hand"
407045,53,9,"Nightcaster: Defeat the Darkness"
407117,65,18,"Pirates: The Legend of Black Kat"
407142,63,15,"Questprobe: The Hulk"
407195,72,15,"Seven Samurai 20XX"
407222,78,12,"Spy Fiction"
407280,85,26,"Unreal Championship 2: The Liandri Conflict"
407490,81,8,"3D Ant Attack"
407502,82,8,"Adventure Quest"
407513,72,11,"Alien 8"
407724,86,162,"Desperados: Wanted Dead or Alive"
407746,81,15,"Dragonriders: Chronicles of Pern"
407749,71,7,"Dungeon Adventure"
407798,80,175,"Siren"
407842,80,7,"Grom: Terror in Tibet"
407928,83,7,"Der kleine Hobbit"
407960,66,19,"Lunar Jetman"
407965,75,20,"M.O.V.I.E."
408030,76,414,"Need for Speed: High Stakes"
408173,79,417,"Serious Sam: The Second Encounter"
408192,80,13,"Skool Daze"
408216,58,74,"State of Emergency"
408325,75,15,"Way of the Warrior"
408597,87,51,"Bruce Lee"
408642,79,565,"Crash Twinsanity"
408816,55,104,"Ghostbusters II"
408882,81,10,"Hunchback"
408903,85,42,"Impossible Mission"
409075,85,59,"Nancy Drew: Treasure in the Royal Tower"
409207,77,49,"Rainbow Islands: The Story of Bubble Bobble 2"
409231,58,15,"The Rocky Horror Show"
409390,77,23,"Titanic"
409440,66,42,"A View to a Kill"
409802,79,386,"Akumajô densetsu"
410084,87,61,"Homeworld: Cataclysm"
410179,81,17,"Ra pyuseru: Hikari no seijo densetsu"
410309,77,93,"Men of Valor"
410414,80,382,"Painkiller"
410447,86,84,"Phantasy Star IV: The End of the Millennium"
410448,85,71,"Phantasy Star Online Episode I &amp; II"
410449,78,11,"Phantasy Star Online Version 2"
410595,69,272,"Shrek 2"
410707,74,41,"Super Puzzle Fighter II X"
410801,72,145,"Transformers"
411146,80,189,"The Bard's Tale"
411218,70,404,"Dorakyura II: Noroi no Fûin"
411677,80,851,"Mortal Kombat: Deception"
411688,67,109,"Narc"
411822,73,58,"Sengoku musô"
411906,77,4174,"Spider-Man 2"
412022,68,403,"Van Helsing"
412305,82,1884,"Age of Empires: Definitive Edition"
412486,81,1119,"Battlefield: 1942"
412605,82,10,"Cool Girl"
412672,77,193,"Dungeon Siege"
412704,80,2759,"Far Cry"
412737,73,87,"Forgotten Realms: Demon Stone"
412935,88,1577,"The Lord of the Rings: The Battle for Middle-Earth"
412948,75,141,"Madden NFL 2005"
412971,75,61,"Mario vs. Donkey Kong"
413024,87,69,"Myth: The Fallen Lords"
413026,74,31,"NCAA Football 2004"
413220,73,97,"SSX"
413221,81,11,"Sabre Wulf"
413224,83,67,"Samurai Jack: The Shadow of Aku"
413269,78,386,"SimCity 4"
413279,90,763,"Sly 2: Band of Thieves"
413308,79,47,"Star Trek: Deep Space Nine - Harbinger"
413326,86,34,"Summoner 2"
413406,80,57,"Ty the Tasmanian Tiger 2"
413662,88,2611,"Age of Empires II: HD Edition"
413663,83,1636,"Age of Mythology: Extended Edition"
413676,74,13,"Alter Echo"
413979,63,12,"Earthworm Jim: Menace 2 the Galaxy"
413982,87,45,"Einhänder"
414071,74,50,"Guilty Gear"
414084,75,1176,"Harry Potter and the Prisoner of Azkaban"
414202,66,25,"Knight Rider: The Game"
414276,76,36,"Rockman EXE"
414366,81,7,"Philosoma"
414384,81,187,"Predator: Concrete Jungle"
414553,81,83,"Super Monkey Ball 2"
414575,81,27,"Taz Wanted"
414590,85,468,"Thief: Deadly Shadows"
414597,74,176,"Time Crisis"
414665,79,42,"Wallace &amp; Gromit in Project Zoo"
414666,78,24,"Warhammer 40,000: Chaos Gate"
414680,76,24,"Wild 9"
414704,86,81,"Zeus: Master of Olympus"
414838,83,9,"Atlantis 3: The New World"
414967,86,85,"EverQuest"
414969,72,27,"F-15 Strike Eagle"
414990,71,9,"Floigan Bros."
415049,88,33,"Hostile Waters"
415156,80,295,"Metal Slug 3"
415174,83,51,"Nancy Drew: The Final Scene"
415227,63,10,"Racing evoluzione"
415239,84,14,"Return Fire"
415240,82,14,"Return to Krondor"
415287,55,254,"Spyro: Enter the Dragonfly"
415388,74,11,"Zoku bokura no taiyô: Taiyô shônen Django"
415691,66,49,"Buzz Lightyear of Star Command"
415800,46,292,"Fight Club"
415834,64,16,"Haunted House"
415905,73,28,"Klax"
415947,79,978,"The Lord of the Rings: The Third Age"
416201,71,28,"Rugrats Go Wild!"
416240,86,77,"Star Trek: Birth of the Federation"
416482,75,33,"AquaNox 2: Revelation"
416500,51,10,"Barbie Princess Bride"
416649,82,5,"Coach K College Basketball"
416655,84,9,"Combat Mission: Beyond Overlord"
416726,76,23,"Extreme-G 2"
416745,23,54,"The Flying Legion Air Combat Challenge"
416753,79,28,"Front Mission 4"
416779,92,7775,"God of War"
416787,76,16,"Ground Control"
416822,67,15,"Hot Wheels: Velocity X"
416843,87,41,"Illbleed"
416903,73,9,"LMA Manager 2003"
416913,75,455,"Zeruda no densetsu: 4 tsu no tsurugi +"
416959,56,27,"Super Mario Ball"
417004,81,34,"NBA Live 95"
417093,87,19,"Rogue Trip: Vacation 2012"
417104,66,8,"Sakura taisen"
417124,78,24,"Shadow Ops: Red Mercury"
417141,74,17,"Singles: Flirt Up Your Life"
417145,74,16,"Slave Zero"
417173,77,364,"Street Fighter Zero 2"
417183,89,557,"Tales of Symphonia"
417519,77,92,"Vampire Killer"
417520,78,119,"Akumajô Dracula: Circle of the Moon"
417522,73,40,"Akumajô Dracula: Shikkoku taru zensôkyoku"
417551,71,16,"Conquest: Frontier Wars"
417563,81,31,"D no shokutaku 2"
417967,72,26,"Micro Machines"
418086,79,150,"Psi-Ops: The Mindgate Conspiracy"
418107,62,34,"Rockman Soccer"
418108,78,253,"Rockman X3"
418194,84,3320,"Star Wars: Battlefront"
418195,83,1368,"Star Wars: Republic Commando"
418535,75,62,"Blair Witch Volume 1: Rustin Parr"
418582,71,38,"Brian Lara Cricket"
418592,44,189,"Catwoman: The Game"
418705,79,215,"The Getaway: Black Monday"
418712,80,12,"The Granstream Saga"
418877,78,30,"Mega Man Anniversary Collection"
418914,88,188,"Myst IV: Revelation"
418929,86,38,"Nancy Drew: Stay Tuned for Danger"
419020,89,602,"Paper Mario RPG"
419097,76,280,"RollerCoaster Tycoon 3"
419121,59,191,"Scooby Doo 2: Monsters Unleashed"
419159,80,63,"SpellForce: The Order of Dawn"
419188,72,40,"Teenage Mutant Ninja Turtles: Manhattan Missions"
419277,81,617,"X-Men Legends"
419835,84,80,"Ikaruga"
419947,73,35,"Martian Gothic: Unification"
420198,77,9,"Skitchin'"
420507,76,47,"Atsumare!! Meido in Wario"
420526,74,380,"BloodRayne 2"
420572,81,17,"Dark Side of the Moon"
420589,71,19,"Dr. Muto"
420613,70,34,"Fade to Black"
420676,88,607,"Hoshi no Kirby Super Deluxe"
420677,86,693,"Hoshi no Kirby: Yume no izumi no monogatari"
420693,84,13,"Interstate '76 Nitro Pack"
420709,60,7,"Karaoke Revolution Volume 2"
420716,78,98,"Kâbî no earaido"
420729,75,21,"Lands of Lore III"
420744,79,19,"Looney Tunes: Space Race"
420768,67,39,"Master of Orion 3"
420777,85,16,"Might and Magic: World of Xeen"
420781,58,16,"Mission: Impossible"
420798,82,2864,"Need for Speed: Underground 2"
420844,74,49,"ToCA Race Driver"
420848,89,90,"Quest for Glory I: So You Want to Be a Hero"
420849,88,70,"Quest for Glory II: Trial by Fire"
420850,81,69,"Quest for Glory III: Wages of War"
420859,80,338,"Rayman 3: Hoodlum Havoc"
420981,74,663,"Tony Hawk's Underground 2"
421136,63,200,"Leisure Suit Larry: Magna Cum Laude"
421142,68,71,"NHL 2005"
421197,76,18,"Dynamite Cop"
421267,86,14,"Ultima VII Part Two: The Silver Seed"
421586,68,397,"Jûôki"
421687,56,157,"The Simpsons: Bart vs. the Space Mutants"
421875,85,25,"Bujingai"
421939,75,99,"Captain America and the Avengers"
421957,45,554,"The Cat in the Hat"
422115,76,51,"Donkey Konga"
422219,71,47,"Fairly Odd Parents: Breakin da Rules"
422335,66,394,"GoldenEye: Rogue Agent"
422403,71,28,"Headhunter: Redemption"
422417,74,188,"Hexen"
422421,62,13,"Highlander: The Last of the MacLeods"
422627,68,45,"Lego Racers 2"
422684,76,17,"MVP Baseball 2003"
422685,80,46,"MVP Baseball 2004"
422715,82,8,"Manhunter: New York"
422737,85,46,"MegaRace"
422887,66,70,"Operation Wolf"
422986,64,9,"The Powerpuff Girls: Mojo's Pet Project"
423108,74,128,"Sacred"
423167,78,8,"Shadow Watch"
423258,62,17,"Star Control 3"
423412,73,150,"True Lies"
423425,73,9,"Kyûkyoku Tiger"
423500,75,350,"WWE SmackDown! vs. RAW"
423802,81,28,"Age of Wonders: Shadow Magic"
423828,73,418,"Area 51"
423863,56,25,"Big Mutha Truckers"
424001,76,78,"Conflict: Vietnam"
424051,81,269,"Dragon Ball Z: Budokai 2"
424102,55,31,"G Sonic"
424118,43,45,"Giant Egg: Billy Hatcher no daibouken"
424179,81,43,"Impossible Creatures"
424264,76,10,"Manhunter 2: San Francisco"
424277,77,111,"Metal Gear Ac!d"
424302,71,73,"Naruto: Gekitô ninja taisen! 2"
424369,85,1356,"The Punisher"
424370,83,17,"Puyo Puyo fîbâ"
424392,86,8,"Rise of the Kasai"
424393,77,114,"Ristar"
424395,71,10,"Roadkill"
424401,85,6,"Sakura taisen 2"
424402,76,16,"Sanba de Amigo"
424418,74,71,"Scooby-Doo! Mystery Mayhem"
424421,80,194,"Second Sight"
424437,77,113,"ShellShock: Nam '67"
424447,78,23,"Soldiers: Heroes of World War II"
424451,76,308,"Sonikku adobenchâ DX"
424452,76,66,"Sonic Battle"
424453,57,38,"Sonic Drift 2"
424455,63,15,"Sonic Pinball Party"
424456,81,20,"Sonic the Hedgehog Pocket Adventure"
424457,59,119,"Sonic: The Fighters"
424470,81,41,"Sudeki"
424482,70,23,"Tails Adventures"
424579,78,23,"Zettai zetsumei toshi"
425099,78,85,"Hexen II"
425623,50,6,"Virtual Hydlide"
426207,85,11,"Sexy Beach 2"
426408,85,88,"Baten kaitosu: Owaranai tsubasa to ushinawareta umi"
426419,50,25,"Bruce Lee: Quest of the Dragon"
426423,82,758,"Call of Duty: United Offensive"
426430,74,21,"Codename: Iceman"
426436,85,681,"Def Jam Fight for NY"
426437,85,1930,"Devil May Cry 3"
426445,86,98,"ESPN NFL 2K5"
426456,57,80,"Fallout: Brotherhood of Steel"
426502,60,7,"Josefine i Gulrotparken"
426526,70,32,"Marine Heavy Gunner: Vietnam"
426527,74,214,"Mario Party 5"
426533,38,12,"Mortimer and the Riddles of the Medallion"
426543,84,16,"Outlaw Golf 2"
426569,78,28,"Shin sangoku musô 3: Empires"
427033,78,12,"The Cameron Files: The Secret of Loch Ness"
427453,71,13,"Leisure Suit Larry's Casino"
427454,71,820,"A Series of Unfortunate Events"
427866,58,137,"The Simpsons: Bart's Nightmare"
427880,56,35,"Sonic Drift"
427889,87,2370,"Splinter Cell: Chaos Theory"
428290,72,545,"Call of Duty: Finest Hour"
428396,70,59,"Clock Tower: Ghost Head"
428505,72,175,"EverQuest II"
428584,78,23,"Gold Rush!"
428595,81,38,"Ground Control II: Operation Exodus"
428614,77,24,"Gungrave OD"
429045,86,61,"Rockman Zero 3"
429048,68,12,"Rupan sansei: Majutsu-ou no isan"
429113,72,17,"SpellForce: The Breath of Winter"
429504,67,39,"Ace Combat"
429631,82,36,"Back to the Future Video Slots"
429773,81,7,"Chokobo no fushigina danjiyon 2"
429979,74,14,"Darius Twin"
430151,87,38,"Gradius V"
430279,84,120,"Kôkaku kidôtai"
430292,80,662,"Zeruda no densetsu: Fushigi no bôshi"
430327,66,278,"Madagascar"
430354,84,773,"Metroid Prime 2: Echoes"
430355,70,195,"Metroid Prime: Hunters"
430360,76,22,"Might and Magic III: Isles of Terra"
430361,58,14,"Min'na no gorufu"
430362,79,8,"Min'na no gorufu 2"
430363,77,11,"Min'na no gorufu 3: Everybody's golf"
430364,78,21,"Min'na no gorufu 4"
430432,67,19,"Operation Thunderbolt"
430440,81,56,"PaRappa the Rapper 2"
430463,64,13,"Phantasy Star Online Episode III: C.A.R.D. Revolution"
430580,78,138,"SegaSonic the Hedgehog"
430613,70,83,"Sonic &amp; Tails"
430614,75,78,"Sonic &amp; Tails 2"
430615,56,12,"Sonic Eraser"
430616,40,63,"Sonic Labyrinth"
430617,90,637,"Sonic Mega Collection"
430618,41,8,"Sonic the Hedgehog Gameworld"
430635,83,348,"Street Fighter III: Third Strike - Fight for the Future"
430661,75,15,"Tao Feng: Fist of the Lotus"
430751,40,7,"Waku Waku sonikku patokaa"
432262,88,665,"Call of Cthulhu: Dark Corners of the Earth"
432274,72,13,"Dominion: Storm Over Gift 3"
432275,83,31,"Dororo"
432276,73,14,"Dungeon Lords"
432277,76,27,"EA Sports Fight Night 2004"
432287,67,112,"Fainaru fantajî kurisutaru kuronikuru"
432294,75,10,"Future Tactics: The Uprising"
432313,61,28,"Law &amp; Order: Justice Is Served"
432331,63,9,"NCAA Football 98"
432332,82,37,"NFL Street"
432333,88,64,"Nancy Drew: Curse of Blackmoor Manor"
432335,64,20,"Neo Contra"
432345,85,37,"Robotech: Invasion"
432367,74,56,"Teenage Mutant Ninja Turtles 2: Battle Nexus"
432471,82,26,"Alien Crossfire"
432474,81,7,"Antietam!"
432529,77,30,"Gettysburg!"
432602,83,125,"SimCity 4: Rush Hour"
432603,74,16,"SimGolf"
432727,78,9,"Astro Boy: Tetsuwan atomu"
432816,70,71,"Dead or Alive 1 Ultimate"
432817,75,113,"Dead or Alive 2 Ultimate"
432916,89,216,"Katamari damashii"
433041,70,42,"Rockman X Command Mission"
433090,73,114,"Teenage Mutant Ninja Turtles"
433334,75,23,"Backyard Wrestling 2: There Goes the Neighborhood"
433370,75,15,"FX Fighter"
433373,85,130,"Football Manager 2005"
433382,86,118,"Godzilla: Save the Earth"
433390,89,4566,"Hitman: Blood Money"
433399,78,13,"The Journeyman Project: Pegasus Prime"
433402,77,42,"King of Fighters: Maximum Impact"
433403,77,29,"The King of Fighters: Neowave"
433404,76,28,"Kingdom Under Fire: The Crusaders"
433413,54,9,"Menateus"
433428,74,12,"Perry Rhodan - Operation Eastside"
433431,67,32,"Power Rangers: Dino Thunder"
433458,89,4234,"Star Wars: Knights of the Old Republic II - The Sith Lords"
433463,74,41,"Tak 2: The Staff of Dreams"
433468,53,7,"Terraformers"
433469,63,7,"This Means War!"
433547,78,607,"Destroy All Humans!"
433559,64,8,"EyeToy: AntiGrav"
433576,75,981,"The Incredibles"
433577,88,1150,"Jak 3"
433601,79,214,"Moonwalker"
433606,61,9,"Nicktoons Movin' Eye Toy"
433620,87,846,"Poketto Monsutâ Faiareddo"
433621,86,625,"Poketto Monsutâ Rîfugurîn"
433622,64,115,"The Polar Express"
433623,88,996,"Ratchet &amp; Clank: Up Your Arsenal"
433632,83,15,"Saboteur II"
433664,85,4952,"World of Warcraft"
433789,80,26,"Arkanoid: Revenge of Doh"
434188,81,369,"Metal Slug"
434189,80,265,"Metal Slug 2"
434356,72,563,"The SpongeBob Squarepants Movie"
434464,60,23,"Athens 2004"
434520,67,156,"Final Fantasy Mystic Quest"
434544,76,77,"NBA Live 2004"
434545,77,22,"NCAA Football 2003"
434546,80,40,"NCAA Football 2005"
434783,86,21,"Bahamut Lagoon"
434842,68,48,"Capcom Fighting Jam"
434939,81,36,"Final Fantasy XI: Rise of the Zilart"
434968,77,113,"Gensô suikoden IV"
434985,57,20,"Guilty Gear Isuka"
435341,76,48,"Rumble Roses"
435456,77,27,"Crisis Zone"
435641,76,10,"Emergency: Fighters for Life"
436034,89,194,"Ace Combat 5: The Unsung War"
436075,70,21,"AquaNox"
436213,81,83,"Darkstalkers: The Night Warriors"
436218,72,74,"Dead to Rights II"
436250,87,414,"Dragon Ball Z: Budokai 3"
436321,65,30,"Flicky"
436389,75,6,"Hey Hey We're the Monkees"
436395,78,71,"The Hitchhiker's Guide to the Galaxy"
436486,76,11,"Kohan II: Kings of War"
436638,89,95,"Nocturne"
436743,74,14,"Samurai Spirits Zero Special"
436760,77,538,"Serious Sam: The First Encounter"
436810,88,756,"Syberia"
436887,85,564,"Warhammer 40,000: Dawn of War"
436888,74,17,"Warlords Battlecry"
436976,71,17,"X: Beyond the Frontier"
437330,74,176,"Metal Slug 4"
437346,82,30,"NFL Street 2"
437429,81,224,"Pirates!"
437437,87,3071,"Prince of Persia: Warrior Within"
437686,74,7,"Zork Zero"
437828,66,9,"Armored Core: Nexus"
437840,73,21,"Axis &amp; Allies"
437850,76,388,"Battlefield 2: Modern Combat"
437851,77,645,"Battlefield: Vietnam"
437928,84,8,"Cold Zero: No Mercy"
437987,78,126,"Duke Nukem 64"
438034,73,6,"Force 21"
438057,82,19,"Ghosts"
438077,75,24,"Hard Truck: 18 Wheels of Steel"
438264,83,33,"NHL Hitz 20-02"
438265,63,6,"NHL Hitz Pro"
438276,80,15,"NeoGeo Battle Coliseum"
438302,75,126,"Painkiller: Battle Out of Hell"
438357,72,54,"Rayman M"
438447,73,22,"SpellForce: Shadow of the Phoenix"
438453,82,24,"Star Control"
438545,72,90,"The Urbz: Sims in the City"
438550,92,1436,"Vampire: The Masquerade - Bloodlines"
438558,85,34,"Vietcong: Fist Alpha"
438559,72,24,"Vietcong: Purple Haze"
438560,81,60,"Viewtiful Joe 2"
438563,72,98,"Virtua Cop 2"
438992,83,996,"Super Mario 64 DS"
439565,71,27,"The Fairly Odd Parents: Shadow Showdown"
439638,60,32,"JFK Reloaded"
439795,84,30,"Saboteur"
440047,88,13,"Asheron's Call"
440272,60,45,"Dick Tracy"
440337,89,556,"Doragon kuesuto VIII: Sora no daichi to norowareshi himegimi"
440518,61,30,"John Madden Football '92"
440587,83,9,"Lineage: The Blood Pledge"
440957,73,15,"Zork III"
441028,73,15,"Platypus"
441522,82,1318,"Tekken 5"
441797,82,6,"Stealth Combat: Ultimate War"
441877,91,3950,"Zeruda no densetsu Towairaito purinsesu"
442656,81,51,"Blackthorne"
442658,71,232,"CSI: Miami"
442664,82,9,"Destrega"
442674,83,3157,"The Godfather"
442679,62,33,"James Pond: Underwater Agent"
442681,81,135,"Law &amp; Order: Criminal Intent"
442687,83,33,"MechAssault 2: Lone Wolf"
442688,82,524,"Mercenaries: Playground of Destruction"
442696,76,76,"Project: Snowblind"
442702,66,12,"Softporn Adventure"
442703,73,35,"Spider-Man: Mysterio's Menace"
442706,76,13,"Test Drive: Off Road - Wide Open"
442708,78,38,"Tron 2.0: Killer App"
442710,86,37,"Warzone 2100"
442713,79,1128,"Worms"
442782,83,16,"Growlanser II: The Sense of Justice"
442800,86,356,"Kôkaku kidôtai: Stand Alone Complex"
442827,83,10,"Real bout garou densetsu"
442842,46,87,"The Simpsons: Skateboarding"
443318,81,8,"Growlanser III: The Dual Darkness"
443523,78,9,"The Grid"
443553,80,49,"Inuyasha: Jûso no kamen"
443555,82,20,"Jurassic Park: Scan Command"
443622,74,124,"Rockman X8"
443635,90,140,"Shadow Hearts II"
443639,67,6,"Shikigami no shiro 2"
443653,89,78,"Star Control 2"
443668,70,12,"Thunderbirds"
443673,85,57,"Turrican"
443722,70,32,"L'amerzone: Le testament de l'explorateur"
443779,77,34,"Total Annihilation: Kingdoms"
444640,85,87,"Hagane no renkinjutsushi: Tobenai tenshi"
445045,83,101,"Populous: The Beginning"
445092,69,44,"Sim City Enhanced CD-ROM"
445311,73,19,"Darius"
445313,72,10,"Darius II"
445314,83,9,"Darius gaiden"
445385,86,12,"G Darius"
445420,70,21,"Hellforces"
445563,73,39,"Metal Slug Advance"
445648,55,13,"Project Altered Beast"
445657,88,72,"Quest for Glory I: So You Want to Be a Hero"
445751,77,92,"Teenage Mutant Ninja Turtles II: Back from the Sewers"
445752,73,27,"Teenage Mutant Ninja Turtles III: Radical Rescue"
445753,71,46,"Teenage Mutant Ninja Turtles: Fall of the Foot Clan"
445941,84,39,"Champions: Return to Arms"
445970,82,21,"Frequency"
445986,77,42,"Hoshi no Kâbî 3"
445987,58,11,"Hotel Giant"
445988,65,19,"Hunter: The Reckoning Wayward"
445995,81,606,"Kingdom Hearts: Chain of Memories"
446031,74,16,"Sengoku musô mushôden"
446037,76,200,"Star Fox: Assault"
446042,78,318,"The Suffering: Ties That Bind"
446078,46,7,"Woody Woodpecker in Crazy Castle 5"
446090,71,11,"Hoshi no Kirby: Yume no izumi deluxe"
446091,80,10,"KKND Xtreme"
446173,68,18,"Die Siedler: Das Erbe der Könige"
446647,83,52,"Act of War: Direct Action"
446651,46,70,"American Idol"
446669,87,136,"Claw"
446708,84,171,"Heart of Darkness"
447718,85,43,"Warhammer: Dark Omen"
448005,67,15,"The Itchy &amp; Scratchy Game"
448010,65,11,"Kimi no tame nara shineru"
448064,75,55,"Mighty Morphin Power Rangers: The Fighting Edition"
448086,82,20,"Phantom Brave"
448118,69,28,"The Simpsons: Bartman Meets Radioactive Man"
448167,78,12,"Tycoon City: New York"
448771,79,75,"Space Quest, Chapter 1: The Sarien Encounter"
448772,82,111,"Space Quest IV: Roger Wilco and the Time Rippers"
448773,77,78,"Space Quest, Chapter Two: Vohaul's Revenge"
448774,81,83,"Space Quest III: The Pirates of Pestulon"
448775,82,79,"Space Quest V: The Next Mutation"
448855,74,21,"Where in Time Is Carmen Sandiego?"
449048,67,25,"KKND2: Krossfire"
449049,78,37,"KKND: Krush, Kill 'N Destroy"
449054,83,37,"King's Bounty"
449074,77,590,"Mortal Kombat: Shaolin Monks"
449119,78,8,"X-Gold"
449120,75,13,"X-Tension"
450253,75,14,"Chicago 1930"
450271,67,18,"Gradius III and IV"
450286,74,29,"Jumping Flash!"
450287,76,11,"Jumping Flash! 2"
450296,70,16,"Maken X"
450299,76,7,"Marko's Magic Football"
450392,82,11802,"Batman Begins"
450955,39,475,"50 Cent: Bulletproof"
450956,81,10,"Cultures - Das achte Weltwunder"
451003,80,428,"Brothers in Arms: Road to Hill 30"
451007,79,118,"Castle of Illusion"
451018,84,112,"City of Heroes"
451046,77,44,"The Dukes of Hazzard: Return of the General Lee"
451064,86,60,"Ghost Master"
451076,80,200,"Heroes of Might and Magic"
451088,83,83,"James Pond II: Codename Robocod"
451118,75,1145,"The Matrix: Path of Neo"
451138,62,8,"Nano Breaker"
451177,75,121,"R-Type"
451192,84,1999,"Scarface: The World Is Yours"
452052,86,151,"Shadow of Rome"
452596,85,93,"Cannon Fodder"
452606,68,8,"Cultures 2 - Die Tore Asgards"
452635,79,11,"John Saul's Blackstone Chronicles"
452658,71,11,"Cultures - Reise nach Nordland"
452686,64,276,"Small Soldiers"
453398,63,14,"Sinbad: Legend of the Seven Seas"
453468,68,19,"Dirty Harry: The War Against Drugs"
453502,86,48,"James Pond 3: Operation Starfish"
453504,78,37,"King's Quest II: Romancing the Stones"
453519,75,21,"Musashiden II: Blade Master"
453557,88,657,"TimeSplitters: Future Perfect"
453565,77,84,"Sawaru meido in Wario"
453566,73,22,"Waxworks"
454546,81,14,"Shout About Movies"
454632,77,20,"Scaler"
454763,79,632,"24: The Game"
454770,77,11,"Al Emmo and the Lost Dutchman's Mine"
454778,58,24,"The Aquatic Games"
454833,84,10,"Gigantic Drive"
454903,80,21,"NHLPA Hockey '93"
454922,80,18,"R-Type Delta"
454923,74,24,"R-Type III: The Third Lightning"
454943,58,382,"Shadow the Hedgehog"
454951,73,69,"The Simpsons: Night of the Living Treehouse of Horror"
454955,80,675,"Soulcalibur III"
454957,77,63,"Star Trek: Deep Space Nine - Dominion Wars"
454961,86,8,"Super Solvers: Gizmos &amp; Gadgets!"
454989,80,24,"Ys: The Ark of Napishtim"
454991,63,13,"Zoo Keeper"
455187,74,41,"Red Baron"
455340,63,32,"Bart Simpson's Escape from Camp Deadly"
455361,76,94,"Breath of Fire"
455384,71,25,"Chakan"
455402,86,20,"Conquests of Camelot: The Search for the Grail"
455403,78,19,"Conquests of the Longbow: The Legend of Robin Hood"
455563,84,19,"Itchy &amp; Scratchy in Miniature Golf Madness!"
455566,77,2666,"James Bond 007: From Russia with Love"
455586,50,36,"Krusty's Super Fun House"
455754,71,48,"Shadow Dancer: The Secret of Shinobi"
455761,59,15,"The Simpsons: Bart &amp; the Beanstalk"
455762,54,20,"The Simpsons: Bart vs. the Juggernauts"
455763,51,57,"The Simpsons: Bart vs. the World"
455764,75,31,"The Simpsons: Cartoon Studio"
455776,65,13,"Soul Star"
455833,74,40,"Virtual Bart"
455840,62,16,"Waterworld"
455884,78,55,"Zork I: The Great Underground Empire"
455907,76,19,"Arc the Lad"
455908,81,15,"Arc the Lad II"
455909,62,8,"Arc the Lad III"
455910,77,6,"Arc the Lad: Monster Game with Casino Game"
455965,87,925,"Jade Empire"
456000,82,265,"S.W.A.T. 4"
456816,57,22,"187 Ride or Die"
456898,73,39,"Chrome"
456908,81,9,"Cultures - Die Abenteuerbox"
456910,88,11,"Cultures: Die Saga"
456931,75,728,"Doom 3: Resurrection of Evil"
456973,83,24,"Herc's Adventures"
457103,71,8,"Powerdrome"
457180,81,95,"Twisted Metal: Head-On"
457209,69,7,"Wirtschaftsgiganten"
457214,76,64,"Yu-Gi-Oh!: Kapuseru monsuta koroshiamu"
457272,73,9,"Airforce Delta"
457273,66,7,"Airforce Delta II"
457289,52,33,"Biohazard Gaiden"
457314,70,11,"Countdown Vampires"
457318,64,37,"Dark Fall"
457320,70,38,"Deadhunt"
457321,75,54,"Death by Degrees"
457354,80,43,"Freedom Force Vs the Third Reich"
457367,73,118,"Ghost Recon 2"
457376,84,218,"Demento"
457386,79,303,"The Incredible Hulk: Ultimate Destruction"
457397,85,385,"Killer7"
457413,85,243,"Midnight Club 3: DUB Edition"
457425,76,13,"Omega bûsuto"
457431,80,71,"Pandemonium!"
457442,80,63,"QuackShot"
457443,80,7,"R-Type DX"
457444,71,36,"R-Type II"
457445,60,6,"R-Type Leo"
457457,64,57,"Robots"
457459,75,10,"Rockman EXE 2"
457460,75,11,"Sacred Plus"
457469,56,95,"Shark Tale"
457473,78,94,"Shinobi III: Return of the Ninja Master"
457484,78,73,"Sphinx and the Cursed Mummy"
457486,77,124,"Splatterhouse"
457504,84,24,"Full Throttle"
457507,87,49,"Turrican II: The Final Fight"
457533,76,36,"Zero Wing"
457956,63,7,"Kakutô chôjin"
458087,84,602,"Rockman X"
458088,79,282,"Rockman X2"
458089,64,18,"Megaman Xtreme 2"
458208,80,9,"Zeonic Front: Kidô senshi Gundam 0079"
458309,75,30,"Aggressive Inline"
458332,71,53,"Boiling Point: Road to Hell"
458361,85,501,"Evil Dead: Regeneration"
458383,60,10,"Gremlins: Unleashed!"
458384,84,385,"Guild Wars"
458430,85,68,"The Moment of Silence"
458433,84,64,"NBA Hang Time"
458498,71,32,"Super R-Type"
460947,60,48,"Star Wars Galaxies: The Total Experience"
460949,81,1657,"Stranglehold"
460982,76,10,"Viper"
461296,82,274,"ObsCure"
461705,78,50,"Star Wars Galaxies: Jump to Lightspeed"
461706,72,39,"Star Wars Galaxies: Rage of the Wookiees"
461792,53,7,"Jack Bros."
461809,46,26,"Mario Clash"
462177,74,476,"Tony Hawk's American Wasteland"
462199,84,209,"The Black Mirror"
462214,73,56,"Bubsy II"
462217,80,97,"Cadillacs Kyôryû Shinseki"
462243,79,29,"D no shokutaku"
462245,76,18,"Dark Fall II: Lights Out"
462262,57,129,"Dragon Ball Z: Sagas"
462266,77,42,"Dungeon Siege: Legends of Aranna"
462271,90,10421,"The Elder Scrolls IV: Oblivion"
